transaction_id,bank_code,payment_method,error_code,timestamp_hour,day_of_month,amount_inr,past_user_failure_count,failure_classification,optimal_retry_delay_hours
3f52682e-a4ba-473f-b359-9bc94dd9a10c,HDFC,DEBIT_CARD_MANDATE,GATEWAY_DOWNTIME,3,22,18594.23,1,TRANSIENT_DOWNTIME,1.94
4c493170-114b-4891-a9cf-bd73c9ea8277,HDFC,UPI_AUTOPAY,INSUFFICIENT_FUNDS,16,23,6408.31,2,LIQUIDITY_DEFICIT,129.79
65741bf0-cfc9-4890-b5f0-a0fe98b9d8bd,AXIS,CREDIT_CARD,GATEWAY_DOWNTIME,2,7,47882.0,0,TRANSIENT_DOWNTIME,3.11
8944d57d-8051-4155-9e3d-354727adb9ce,ICICI,CREDIT_CARD,CARD_EXPIRED,23,15,27042.83,5,TERMINAL_FAIL,1265.09
1d9eaa09-0f1c-4719-98be-efabcf8f68e8,AXIS,DEBIT_CARD_MANDATE,AUTHENTICATION_TIMEOUT,11,19,5048.72,0,AUTH_EXPIRY,1.08
524f31d6-e339-463e-876a-c1736dcc1e9e,KOTAK,DEBIT_CARD_MANDATE,CARD_EXPIRED,3,13,7165.23,2,TERMINAL_FAIL,1245.36
033be7e4-23fc-4512-a030-5cb39f965e23,HDFC,UPI_AUTOPAY,GATEWAY_DOWNTIME,20,3,9214.75,0,TRANSIENT_DOWNTIME,2.11
ec2b3a09-0601-49b3-9cc8-dd028f0424ae,ICICI,CREDIT_CARD,AUTHENTICATION_TIMEOUT,21,11,42221.01,2,AUTH_EXPIRY,0.59
02a8fdf6-5af0-4095-bb27-442dfbf164b2,SBI,UPI_AUTOPAY,GATEWAY_DOWNTIME,3,29,10824.85,0,TRANSIENT_DOWNTIME,1.38
60d8912f-b6b1-48cf-8c1d-99c0c7938e0c,HDFC,DEBIT_CARD_MANDATE,GATEWAY_DOWNTIME,17,9,18750.99,0,TRANSIENT_DOWNTIME,1.67
d54c1c1b-b800-48f3-a83a-463d8df21619,KOTAK,UPI_AUTOPAY,GATEWAY_DOWNTIME,3,28,1821.92,1,TRANSIENT_DOWNTIME,2.08
d4333fdc-f087-4772-bae8-c5289ab6fd6b,SBI,UPI_AUTOPAY,CARD_EXPIRED,16,9,14571.93,3,TERMINAL_FAIL,736.53
968fb9c6-ef0a-49b7-8740-2bf08b01fc1b,ICICI,DEBIT_CARD_MANDATE,INSUFFICIENT_FUNDS,7,28,4205.65,0,LIQUIDITY_DEFICIT,124.59
89852156-e8d5-48f6-8c09-4bbb109f56ff,KOTAK,DEBIT_CARD_MANDATE,AUTHENTICATION_TIMEOUT,16,30,2927.45,1,AUTH_EXPIRY,1.15
f47262d2-1a2b-4fdd-a754-ce22ee5abfc2,HDFC,UPI_AUTOPAY,AUTHENTICATION_TIMEOUT,16,30,207.46,0,AUTH_EXPIRY,0.12
6b064875-e43a-4856-851c-3314e4ff5c70,AXIS,CREDIT_CARD,CARD_EXPIRED,9,8,3366.35,4,TERMINAL_FAIL,2083.61
1a3727db-bad8-4ed6-b19f-82f0d21a9487,SBI,UPI_AUTOPAY,GATEWAY_DOWNTIME,4,5,9963.97,4,TRANSIENT_DOWNTIME,0.43
dbd26cf5-53b0-4e9d-b101-ccb51d370b31,KOTAK,CREDIT_CARD,CARD_EXPIRED,22,7,35790.69,1,TERMINAL_FAIL,1687.23
c3b6ea2b-99ac-417c-952d-87c3ed0f0675,KOTAK,UPI_AUTOPAY,INSUFFICIENT_FUNDS,7,29,3604.93,1,LIQUIDITY_DEFICIT,77.76
16866f3d-539c-4722-9316-29fb9f9013b9,HDFC,DEBIT_CARD_MANDATE,CARD_EXPIRED,10,3,12999.17,0,TERMINAL_FAIL,1419.0
26e4af6e-c096-4ca3-a9a8-a64385b20931,AXIS,DEBIT_CARD_MANDATE,CARD_EXPIRED,18,16,6301.27,1,TERMINAL_FAIL,1306.17
d93e555b-98d1-483e-92b5-85aeb32d1ede,ICICI,UPI_AUTOPAY,INSUFFICIENT_FUNDS,11,7,10165.47,5,LIQUIDITY_DEFICIT,106.2
efd46fd0-e834-4419-881e-6fb22b42dc98,SBI,CREDIT_CARD,GATEWAY_DOWNTIME,2,9,23399.55,3,TRANSIENT_DOWNTIME,3.16
